Time,Unsmoothed Fres,Temp,Fres,dT/dt
10661,1785.18,20.03,1783.4573333333333,2.511721366407593e-05
10663,1783.97,20.0,1783.6086666666663,0.00063273883903165
10665,1782.24,19.95,1783.7139999999995,0.0005628408959041811
10667,1781.64,19.93,1783.6386666666667,-0.0008392857142859089
10669,1783.36,19.91,1783.3733333333334,-0.0015892857142849927
10671,1783.98,19.92,1783.4346666666668,-0.0031964285714284842
10673,1786.49,19.99,1783.5673333333334,-0.0017857142857136336
10675,1783.35,19.92,1783.6953333333336,-0.003107142857142943
10677,1783.03,19.98,1783.7686666666668,-0.0019464285714288483
10679,1782.75,20.03,1783.832666666667,-0.0007499999999999127
10681,1783.33,19.96,1783.7820000000002,-0.0009107142857144736
10683,1782.84,20.03,1783.6433333333337,-3.57142857139242e-05
10686,1782.18,20.03,1783.1213333333333,0.0007769525356847161
10688,1782.01,20.0,1783.0173333333332,0.0014966488697037022
10690,1783.22,19.99,1783.3046666666664,0.0015455458807770543
10692,1783.29,19.99,1783.1786666666665,0.0023689715921600403
10694,1782.99,19.95,1783.1133333333332,0.0023705722070843736
10696,1790.47,19.98,1783.6619999999998,0.0021565443325752597
10698,1782.2,19.91,1783.699333333333,0.0008103150625808356
10700,1783.58,19.9,1783.7139999999995,-0.000878830384118674
10702,1782.72,19.94,1783.6299999999997,-0.001956804157193258
10704,1780.35,19.95,1783.2206666666666,-0.0020163487738418012
10706,1783.28,20.01,1783.216,-0.0022737282536884284
10708,1781.75,19.95,1783.130666666667,-0.0025753516409914748
10710,1783.61,19.95,1783.188,-0.00212257185050549
10712,1785.5,19.99,1783.332666666667,-0.002052918649181949
10714,1784.52,20.06,1783.4446666666668,-0.00010714285714310997
10716,1786.05,19.9,1783.7026666666666,-0.0002142857142857894
10718,1782.66,19.91,1783.746,-0.00039285714285733564
10720,1782.65,19.81,1783.708,-0.001803571428571377
10722,1783.91,19.95,1783.7493333333332,-0.0011428571428569638
10724,1782.58,20.06,1783.7219999999998,0.0003928571428578502
10726,1783.19,19.9,1783.236666666667,0.00016071428571395662
10728,1782.87,19.99,1783.2813333333331,0.00019642857142913305
10730,1782.74,19.81,1783.2253333333333,-0.0023035714285726825
10732,1783.71,19.86,1783.291333333333,-0.0034464285714295773
10735,1784.87,19.9,1783.592666666667,-0.003739700591853249
10737,1785.14,19.9,1783.7166666666667,-0.003117119163921666
10739,1779.29,20.01,1783.5526666666667,-0.0017833221701269606
10741,1784.18,19.93,1783.5906666666667,-0.0015756441312487293
10743,1782.47,19.91,1783.3886666666667,-0.0010490463215270223
10745,1782.43,19.93,1783.2493333333332,0.000772978239688171
10747,1782.49,19.97,1783.0120000000002,0.0011421018558475432
10749,1784.06,19.89,1783.1053333333334,0.0005902028485122517
10751,1786.99,20.03,1783.3946666666668,0.0003621305618702785
10753,1781.44,19.96,1783.23,0.000836512261579221
10755,1784.42,19.88,1783.352666666667,0.0018817441092268536
